Order_ID,Order_Date,Ship_Mode,Segment,Region,Category,Sub_Category,Sales,Quantity,Discount,Profit,Year,Month,YearMonth,Profit_Margin
ORD-2249,2023-09-14,Same Day,Consumer,East,Technology,Phones,2544.89,6,0.0,377.3,2023,9,2023-09,14.83
ORD-2250,2023-10-22,Same Day,Consumer,South,Furniture,Bookcases,173.48,1,0.3,-38.78,2023,10,2023-10,-22.35
ORD-2251,2023-11-26,Standard Class,Consumer,West,Technology,Copiers,10655.0,7,0.0,3070.68,2023,11,2023-11,28.82
ORD-2252,2022-01-03,Standard Class,Consumer,South,Furniture,Chairs,1562.4,7,0.0,73.28,2022,1,2022-01,4.69
ORD-2253,2021-10-29,Standard Class,Consumer,Central,Office Supplies,Paper,148.38,4,0.0,34.62,2021,10,2021-10,23.33
ORD-2254,2022-10-24,Second Class,Consumer,West,Office Supplies,Paper,129.16,5,0.0,34.08,2022,10,2022-10,26.39
ORD-2255,2023-12-25,Standard Class,Home Office,West,Technology,Phones,902.7,2,0.0,110.95,2023,12,2023-12,12.29
ORD-2256,2023-09-15,First Class,Consumer,West,Technology,Copiers,12995.7,7,0.2,1744.04,2023,9,2023-09,13.42
ORD-2257,2021-04-23,Second Class,Home Office,West,Technology,Accessories,325.91,4,0.0,80.44,2021,4,2021-04,24.68
ORD-2258,2023-11-24,Standard Class,Corporate,Central,Furniture,Chairs,848.24,3,0.0,68.04,2023,11,2023-11,8.02
ORD-2259,2022-10-30,First Class,Corporate,West,Office Supplies,Paper,57.35,2,0.0,14.65,2022,10,2022-10,25.54
ORD-2260,2021-01-12,Standard Class,Consumer,Central,Office Supplies,Paper,80.15,3,0.4,-3.46,2021,1,2021-01,-4.32
ORD-2261,2022-08-14,Standard Class,Corporate,West,Technology,Laptops,3125.37,3,0.0,367.67,2022,8,2022-08,11.76
ORD-2262,2022-10-06,Second Class,Corporate,Central,Office Supplies,Appliances,934.82,7,0.2,-31.57,2022,10,2022-10,-3.38
ORD-2263,2022-07-16,First Class,Consumer,West,Furniture,Chairs,1252.6,6,0.0,47.74,2022,7,2022-07,3.81
ORD-2264,2023-12-04,Standard Class,Consumer,West,Technology,Accessories,159.65,2,0.2,10.59,2023,12,2023-12,6.63
ORD-2265,2023-02-05,Standard Class,Consumer,Central,Technology,Copiers,17471.04,7,0.0,5011.28,2023,2,2023-02,28.68
ORD-2266,2022-02-03,Standard Class,Corporate,East,Office Supplies,Paper,66.17,2,0.0,16.72,2022,2,2022-02,25.27
ORD-2267,2021-02-06,Standard Class,Home Office,West,Furniture,Tables,1084.61,2,0.0,-86.38,2021,2,2021-02,-7.96
ORD-2268,2021-07-12,First Class,Consumer,East,Technology,Copiers,1370.71,1,0.1,280.76,2021,7,2021-07,20.48
ORD-2269,2021-11-04,Standard Class,Corporate,East,Technology,Accessories,615.32,6,0.0,120.61,2021,11,2021-11,19.6
ORD-2270,2022-12-28,Standard Class,Consumer,Central,Technology,Phones,2306.43,5,0.2,-91.18,2022,12,2022-12,-3.95
ORD-2271,2023-10-08,Standard Class,Home Office,East,Office Supplies,Appliances,685.38,5,0.0,67.89,2023,10,2023-10,9.91
ORD-2272,2022-03-10,Standard Class,Corporate,South,Office Supplies,Binders,155.24,5,0.0,31.26,2022,3,2022-03,20.14
ORD-2273,2023-01-08,Standard Class,Consumer,East,Office Supplies,Appliances,1046.83,5,0.0,78.38,2023,1,2023-01,7.49
ORD-2274,2021-11-29,Second Class,Home Office,Central,Furniture,Tables,5239.42,7,0.2,-1288.38,2021,11,2021-11,-24.59
ORD-2275,2022-01-07,Second Class,Consumer,Central,Technology,Phones,3131.09,5,0.2,-111.14,2022,1,2022-01,-3.55
ORD-2276,2021-11-04,Standard Class,Corporate,West,Furniture,Bookcases,529.54,3,0.2,-69.39,2021,11,2021-11,-13.1
ORD-2277,2021-11-28,Standard Class,Corporate,South,Technology,Laptops,3981.63,6,0.0,502.66,2021,11,2021-11,12.62
ORD-2278,2021-10-30,Standard Class,Consumer,South,Technology,Accessories,455.37,6,0.0,112.45,2021,10,2021-10,24.69
ORD-2279,2023-10-08,Standard Class,Consumer,East,Furniture,Bookcases,1096.22,5,0.0,24.71,2023,10,2023-10,2.25
ORD-2280,2022-06-12,Second Class,Consumer,West,Office Supplies,Binders,183.42,7,0.0,39.51,2022,6,2022-06,21.54
ORD-2281,2022-08-05,Standard Class,Home Office,West,Office Supplies,Storage,295.6,5,0.0,50.57,2022,8,2022-08,17.11
ORD-2282,2023-03-15,Standard Class,Corporate,South,Furniture,Furnishings,798.24,7,0.0,141.32,2023,3,2023-03,17.7
ORD-2283,2022-02-27,First Class,Consumer,East,Furniture,Bookcases,228.34,1,0.1,-9.95,2022,2,2022-02,-4.36
ORD-2284,2021-04-15,Standard Class,Consumer,East,Office Supplies,Binders,82.53,3,0.0,14.26,2021,4,2021-04,17.28
ORD-2285,2021-03-26,Standard Class,Consumer,West,Furniture,Chairs,1500.66,6,0.0,52.86,2021,3,2021-03,3.52
ORD-2286,2021-02-21,First Class,Consumer,West,Office Supplies,Storage,570.47,6,0.0,77.04,2021,2,2021-02,13.5
ORD-2287,2022-10-16,Standard Class,Consumer,South,Office Supplies,Storage,684.67,7,0.0,103.87,2022,10,2022-10,15.17
ORD-2288,2022-05-31,First Class,Consumer,South,Furniture,Bookcases,572.66,3,0.0,7.39,2022,5,2022-05,1.29
ORD-2289,2021-10-10,Standard Class,Consumer,Central,Furniture,Furnishings,595.75,5,0.0,122.88,2021,10,2021-10,20.63
ORD-2290,2023-09-24,Standard Class,Home Office,West,Technology,Accessories,661.86,6,0.0,156.96,2023,9,2023-09,23.71
ORD-2291,2022-12-04,Standard Class,Corporate,East,Technology,Laptops,671.07,1,0.0,78.47,2022,12,2022-12,11.69
ORD-2292,2022-06-12,Standard Class,Consumer,West,Office Supplies,Appliances,287.07,2,0.0,22.59,2022,6,2022-06,7.87
ORD-2293,2023-08-12,Second Class,Corporate,Central,Technology,Phones,353.65,1,0.2,-14.05,2023,8,2023-08,-3.97
ORD-2294,2022-02-24,Standard Class,Consumer,South,Office Supplies,Paper,19.92,1,0.2,1.62,2022,2,2022-02,8.13
ORD-2295,2021-10-12,Standard Class,Corporate,East,Technology,Laptops,5153.18,7,0.0,818.48,2021,10,2021-10,15.88
ORD-2296,2022-01-15,Second Class,Corporate,East,Furniture,Furnishings,164.48,2,0.1,20.9,2022,1,2022-01,12.71
ORD-2297,2021-05-25,Standard Class,Consumer,West,Technology,Phones,892.11,2,0.0,86.49,2021,5,2021-05,9.69
ORD-2298,2021-01-09,Standard Class,Consumer,East,Furniture,Chairs,1494.91,6,0.4,-391.92,2021,1,2021-01,-26.22
ORD-2299,2022-07-03,Second Class,Consumer,West,Office Supplies,Storage,465.19,5,0.4,-85.75,2022,7,2022-07,-18.43
ORD-2300,2021-04-23,Same Day,Consumer,East,Furniture,Furnishings,488.02,7,0.0,77.55,2021,4,2021-04,15.89
ORD-2301,2021-10-17,Standard Class,Consumer,Central,Office Supplies,Paper,79.65,4,0.0,20.2,2021,10,2021-10,25.36
ORD-2302,2022-08-19,Second Class,Consumer,East,Technology,Phones,641.83,2,0.5,-191.52,2022,8,2022-08,-29.84
ORD-2303,2021-06-30,Second Class,Consumer,Central,Furniture,Chairs,1445.72,5,0.0,104.84,2021,6,2021-06,7.25
ORD-2304,2023-07-23,Standard Class,Home Office,Central,Office Supplies,Appliances,670.13,3,0.0,53.43,2023,7,2023-07,7.97
ORD-2305,2023-03-24,Standard Class,Consumer,South,Technology,Accessories,393.0,4,0.0,96.74,2023,3,2023-03,24.62
ORD-2306,2021-10-06,Standard Class,Home Office,South,Furniture,Bookcases,1373.33,6,0.3,-276.91,2021,10,2021-10,-20.16
ORD-2307,2021-12-29,Standard Class,Consumer,East,Office Supplies,Paper,176.25,5,0.4,-16.03,2021,12,2021-12,-9.1
ORD-2308,2022-02-14,Standard Class,Consumer,West,Office Supplies,Paper,197.34,6,0.0,50.06,2022,2,2022-02,25.37
ORD-2309,2023-07-05,Second Class,Consumer,Central,Office Supplies,Binders,162.66,4,0.0,31.78,2023,7,2023-07,19.54
ORD-2310,2023-07-17,Standard Class,Consumer,South,Office Supplies,Storage,392.46,7,0.1,39.18,2023,7,2023-07,9.98
ORD-2311,2021-09-17,Same Day,Consumer,Central,Technology,Copiers,8427.78,6,0.1,1458.89,2021,9,2021-09,17.31
ORD-2312,2023-08-02,Second Class,Consumer,West,Technology,Accessories,277.88,4,0.0,62.3,2023,8,2023-08,22.42
ORD-2313,2022-04-20,Standard Class,Consumer,West,Office Supplies,Appliances,855.46,4,0.0,101.25,2022,4,2022-04,11.84
ORD-2314,2021-02-27,Standard Class,Consumer,West,Technology,Laptops,6808.57,6,0.2,35.21,2021,2,2021-02,0.52
ORD-2315,2023-09-27,First Class,Corporate,East,Technology,Accessories,178.49,2,0.3,-1.74,2023,9,2023-09,-0.97
ORD-2316,2022-09-25,Same Day,Consumer,South,Technology,Copiers,17069.08,7,0.0,4812.0,2022,9,2022-09,28.19
ORD-2317,2023-12-30,Standard Class,Consumer,South,Office Supplies,Paper,206.76,6,0.3,-3.95,2023,12,2023-12,-1.91
ORD-2318,2022-09-02,Second Class,Home Office,Central,Office Supplies,Appliances,912.62,5,0.5,-279.37,2022,9,2022-09,-30.61
ORD-2319,2022-02-03,Standard Class,Consumer,East,Office Supplies,Binders,27.89,1,0.0,5.91,2022,2,2022-02,21.19
ORD-2320,2021-12-06,Standard Class,Corporate,West,Furniture,Tables,2624.37,4,0.0,-194.25,2021,12,2021-12,-7.4
ORD-2321,2021-05-11,Standard Class,Consumer,East,Furniture,Chairs,1486.24,4,0.1,-63.47,2021,5,2021-05,-4.27
ORD-2322,2022-08-11,Standard Class,Consumer,West,Office Supplies,Binders,144.83,4,0.0,24.72,2022,8,2022-08,17.07
ORD-2323,2023-02-25,Second Class,Home Office,South,Office Supplies,Appliances,499.43,4,0.0,51.95,2023,2,2023-02,10.4
ORD-2324,2021-08-10,Standard Class,Consumer,West,Office Supplies,Paper,204.31,6,0.0,48.91,2021,8,2021-08,23.94
ORD-2325,2023-10-13,Standard Class,Corporate,South,Furniture,Tables,4586.42,7,0.0,-292.16,2023,10,2023-10,-6.37
ORD-2326,2021-10-15,Standard Class,Consumer,East,Office Supplies,Paper,72.89,3,0.3,2.59,2021,10,2021-10,3.55
ORD-2327,2022-04-15,Standard Class,Consumer,Central,Furniture,Chairs,660.08,2,0.0,24.46,2022,4,2022-04,3.71
ORD-2328,2023-12-26,Same Day,Corporate,South,Office Supplies,Paper,154.28,4,0.2,12.12,2023,12,2023-12,7.86
ORD-2329,2021-08-04,Standard Class,Corporate,West,Furniture,Furnishings,90.96,1,0.0,17.35,2021,8,2021-08,19.07
ORD-2330,2021-07-17,First Class,Consumer,South,Furniture,Bookcases,241.54,1,0.0,3.99,2021,7,2021-07,1.65
ORD-2331,2022-07-27,Standard Class,Corporate,West,Technology,Copiers,9917.71,4,0.1,1931.05,2022,7,2022-07,19.47
ORD-2332,2022-06-09,Same Day,Consumer,West,Technology,Accessories,664.48,6,0.0,161.08,2022,6,2022-06,24.24
ORD-2333,2023-06-20,First Class,Corporate,West,Office Supplies,Binders,43.46,1,0.0,9.81,2023,6,2023-06,22.57
ORD-2334,2021-02-17,Standard Class,Corporate,East,Office Supplies,Binders,30.95,1,0.0,5.75,2021,2,2021-02,18.58
ORD-2335,2023-06-04,Standard Class,Consumer,South,Office Supplies,Paper,127.06,5,0.0,33.04,2023,6,2023-06,26.0
ORD-2336,2023-07-29,Standard Class,Consumer,West,Furniture,Tables,3875.39,7,0.0,-358.29,2023,7,2023-07,-9.25
ORD-2337,2023-06-04,Second Class,Consumer,Central,Office Supplies,Storage,677.82,7,0.0,110.88,2023,6,2023-06,16.36
ORD-2338,2023-05-29,Standard Class,Corporate,West,Furniture,Furnishings,191.92,2,0.3,-8.91,2023,5,2023-05,-4.64
ORD-2339,2022-11-09,Standard Class,Consumer,East,Furniture,Furnishings,737.97,6,0.2,18.24,2022,11,2022-11,2.47
ORD-2340,2023-06-07,Standard Class,Corporate,Central,Office Supplies,Paper,192.51,6,0.5,-33.86,2023,6,2023-06,-17.59
ORD-2341,2023-01-24,First Class,Consumer,East,Technology,Phones,526.4,1,0.0,65.89,2023,1,2023-01,12.52
ORD-2342,2021-05-29,Standard Class,Consumer,East,Furniture,Furnishings,507.83,5,0.0,84.49,2021,5,2021-05,16.64
ORD-2343,2021-07-16,First Class,Corporate,West,Technology,Accessories,75.03,1,0.3,-3.53,2021,7,2021-07,-4.7
ORD-2344,2022-08-14,Second Class,Home Office,East,Technology,Laptops,3248.99,4,0.2,-77.14,2022,8,2022-08,-2.37
ORD-2345,2021-09-20,Standard Class,Corporate,South,Office Supplies,Paper,234.68,6,0.0,58.29,2021,9,2021-09,24.84
ORD-2346,2023-11-11,Standard Class,Home Office,Central,Office Supplies,Storage,363.59,6,0.0,54.93,2023,11,2023-11,15.11
ORD-2347,2023-11-12,Standard Class,Corporate,West,Furniture,Bookcases,664.15,4,0.0,35.02,2023,11,2023-11,5.27
ORD-2348,2023-12-27,Standard Class,Corporate,South,Technology,Copiers,2017.72,1,0.4,-60.11,2023,12,2023-12,-2.98
ORD-2349,2022-08-07,Same Day,Consumer,West,Furniture,Chairs,340.4,1,0.1,-8.37,2022,8,2022-08,-2.46
ORD-2350,2021-07-13,Standard Class,Corporate,South,Technology,Laptops,7861.51,7,0.2,-117.73,2021,7,2021-07,-1.5
ORD-2351,2021-09-29,Standard Class,Consumer,East,Office Supplies,Paper,206.18,6,0.0,49.84,2021,9,2021-09,24.17
ORD-2352,2021-02-28,First Class,Corporate,East,Office Supplies,Paper,139.62,5,0.0,35.02,2021,2,2021-02,25.08
ORD-2353,2023-04-06,Standard Class,Home Office,Central,Furniture,Chairs,1051.23,5,0.1,-8.23,2023,4,2023-04,-0.78
ORD-2354,2022-10-08,Standard Class,Home Office,Central,Furniture,Bookcases,132.72,1,0.4,-35.69,2022,10,2022-10,-26.89
ORD-2355,2022-11-11,Second Class,Consumer,South,Office Supplies,Binders,28.8,1,0.1,4.28,2022,11,2022-11,14.86
ORD-2356,2022-09-20,Standard Class,Corporate,South,Office Supplies,Binders,39.61,1,0.0,9.09,2022,9,2022-09,22.95
ORD-2357,2022-05-28,Standard Class,Consumer,South,Office Supplies,Binders,195.27,6,0.0,34.06,2022,5,2022-05,17.44
ORD-2358,2022-12-22,Standard Class,Consumer,West,Furniture,Bookcases,160.18,1,0.0,9.39,2022,12,2022-12,5.86
ORD-2359,2021-10-21,Second Class,Consumer,West,Technology,Phones,2100.6,5,0.5,-638.23,2021,10,2021-10,-30.38
ORD-2360,2023-04-04,First Class,Consumer,West,Office Supplies,Binders,159.1,6,0.0,27.13,2023,4,2023-04,17.05
ORD-2361,2023-03-12,Standard Class,Corporate,Central,Office Supplies,Binders,193.24,6,0.0,39.04,2023,3,2023-03,20.2
ORD-2362,2023-08-06,Standard Class,Consumer,Central,Office Supplies,Binders,168.0,5,0.0,32.22,2023,8,2023-08,19.18
ORD-2363,2021-04-05,First Class,Consumer,Central,Technology,Laptops,2623.04,4,0.0,427.77,2021,4,2021-04,16.31
ORD-2364,2023-09-15,Standard Class,Consumer,Central,Office Supplies,Appliances,951.69,7,0.0,111.17,2023,9,2023-09,11.68
ORD-2365,2023-01-16,Standard Class,Consumer,East,Furniture,Chairs,492.52,2,0.3,-88.92,2023,1,2023-01,-18.05
ORD-2366,2022-02-18,Standard Class,Consumer,East,Technology,Copiers,11369.04,7,0.0,3517.02,2022,2,2022-02,30.94
ORD-2367,2021-05-16,Second Class,Consumer,South,Furniture,Furnishings,634.92,6,0.0,107.2,2021,5,2021-05,16.88
ORD-2368,2021-03-23,Standard Class,Consumer,Central,Technology,Accessories,110.1,1,0.3,-5.45,2021,3,2021-03,-4.95
ORD-2369,2021-04-07,Standard Class,Corporate,Central,Technology,Copiers,5688.08,4,0.0,1482.85,2021,4,2021-04,26.07
ORD-2370,2021-01-31,Second Class,Consumer,Central,Office Supplies,Appliances,929.45,5,0.0,84.09,2021,1,2021-01,9.05
ORD-2371,2021-12-23,Standard Class,Corporate,Central,Furniture,Furnishings,66.26,1,0.3,-2.35,2021,12,2021-12,-3.55
ORD-2372,2023-06-23,Standard Class,Corporate,West,Furniture,Tables,1615.09,2,0.0,-116.31,2023,6,2023-06,-7.2
ORD-2373,2023-01-15,First Class,Consumer,West,Office Supplies,Storage,463.31,5,0.4,-69.05,2023,1,2023-01,-14.9
ORD-2374,2023-06-03,Second Class,Home Office,South,Furniture,Furnishings,320.03,3,0.0,48.29,2023,6,2023-06,15.09
ORD-2375,2022-07-15,Standard Class,Consumer,Central,Technology,Accessories,393.28,4,0.0,97.34,2022,7,2022-07,24.75
ORD-2376,2022-12-12,Second Class,Consumer,West,Office Supplies,Storage,416.19,5,0.1,16.74,2022,12,2022-12,4.02
ORD-2377,2023-01-24,Standard Class,Corporate,West,Furniture,Chairs,783.49,2,0.0,25.55,2023,1,2023-01,3.26
ORD-2378,2022-07-02,Standard Class,Consumer,West,Office Supplies,Binders,289.89,6,0.0,51.04,2022,7,2022-07,17.61
ORD-2379,2021-04-19,Standard Class,Corporate,West,Furniture,Chairs,1127.44,5,0.0,79.76,2021,4,2021-04,7.07
ORD-2380,2021-03-29,First Class,Consumer,South,Furniture,Chairs,1439.3,7,0.3,-253.7,2021,3,2021-03,-17.63
ORD-2381,2022-12-03,Same Day,Consumer,West,Office Supplies,Storage,398.55,6,0.0,60.05,2022,12,2022-12,15.07
ORD-2382,2023-02-19,Standard Class,Consumer,West,Office Supplies,Binders,207.63,5,0.0,46.22,2023,2,2023-02,22.26
ORD-2383,2022-11-07,Standard Class,Corporate,Central,Technology,Phones,2052.24,6,0.1,127.79,2022,11,2022-11,6.23
ORD-2384,2022-03-31,Second Class,Home Office,South,Office Supplies,Storage,502.35,6,0.0,70.13,2022,3,2022-03,13.96
ORD-2385,2023-02-25,Standard Class,Corporate,Central,Furniture,Tables,765.09,1,0.0,-74.4,2023,2,2023-02,-9.72
ORD-2386,2022-02-06,Standard Class,Corporate,East,Technology,Accessories,119.25,2,0.1,14.63,2022,2,2022-02,12.27
ORD-2387,2022-12-25,Standard Class,Corporate,East,Technology,Phones,2524.88,6,0.0,238.48,2022,12,2022-12,9.45
ORD-2388,2022-03-03,Standard Class,Home Office,South,Office Supplies,Binders,96.36,3,0.0,20.24,2022,3,2022-03,21.0
ORD-2389,2023-06-13,Same Day,Corporate,Central,Office Supplies,Paper,82.51,3,0.0,19.49,2023,6,2023-06,23.62
ORD-2390,2021-02-19,Standard Class,Consumer,West,Furniture,Bookcases,897.94,5,0.0,2.94,2021,2,2021-02,0.33
ORD-2391,2023-03-10,First Class,Consumer,South,Office Supplies,Binders,171.71,7,0.0,31.14,2023,3,2023-03,18.14
ORD-2392,2021-03-26,Standard Class,Corporate,West,Office Supplies,Paper,162.85,5,0.1,25.29,2021,3,2021-03,15.53
ORD-2393,2021-12-16,Second Class,Corporate,West,Technology,Phones,693.56,2,0.0,90.71,2021,12,2021-12,13.08
ORD-2394,2022-12-02,Standard Class,Consumer,Central,Office Supplies,Appliances,722.68,4,0.0,80.2,2022,12,2022-12,11.1
ORD-2395,2021-03-28,Standard Class,Corporate,Central,Office Supplies,Paper,163.93,5,0.2,16.39,2021,3,2021-03,10.0
ORD-2396,2022-11-28,Standard Class,Corporate,South,Technology,Phones,1711.78,3,0.0,166.56,2022,11,2022-11,9.73
ORD-2397,2021-06-28,Standard Class,Consumer,East,Furniture,Chairs,1063.76,5,0.0,85.65,2021,6,2021-06,8.05
ORD-2398,2022-02-12,Second Class,Consumer,South,Technology,Phones,2704.02,5,0.3,-301.98,2022,2,2022-02,-11.17
ORD-2399,2021-02-17,Standard Class,Consumer,East,Furniture,Tables,5738.28,7,0.0,-470.17,2021,2,2021-02,-8.19
ORD-2400,2022-10-19,Standard Class,Home Office,East,Furniture,Furnishings,119.42,1,0.3,-4.37,2022,10,2022-10,-3.66
ORD-2401,2023-07-25,Second Class,Corporate,West,Technology,Copiers,13807.7,6,0.0,4176.07,2023,7,2023-07,30.24
ORD-2402,2023-12-29,Standard Class,Home Office,Central,Office Supplies,Binders,26.43,1,0.0,5.0,2023,12,2023-12,18.92
ORD-2403,2021-08-11,Standard Class,Corporate,East,Technology,Accessories,101.4,1,0.0,23.81,2021,8,2021-08,23.48
ORD-2404,2021-03-18,Standard Class,Consumer,East,Office Supplies,Appliances,1320.31,7,0.0,111.81,2021,3,2021-03,8.47
ORD-2405,2021-11-04,Standard Class,Consumer,South,Furniture,Furnishings,815.79,7,0.2,37.08,2021,11,2021-11,4.55
ORD-2406,2022-01-27,Second Class,Consumer,East,Technology,Laptops,5213.33,5,0.0,681.88,2022,1,2022-01,13.08
ORD-2407,2021-05-08,Standard Class,Consumer,South,Office Supplies,Paper,217.17,7,0.0,52.17,2021,5,2021-05,24.02
ORD-2408,2021-06-12,Standard Class,Home Office,Central,Technology,Laptops,6162.77,7,0.0,870.65,2021,6,2021-06,14.13
ORD-2409,2021-10-27,Standard Class,Corporate,South,Office Supplies,Paper,72.18,3,0.5,-10.57,2021,10,2021-10,-14.64
ORD-2410,2022-07-24,First Class,Consumer,Central,Technology,Accessories,254.68,4,0.0,52.35,2022,7,2022-07,20.56
ORD-2411,2022-05-30,Second Class,Corporate,Central,Office Supplies,Paper,85.67,3,0.0,19.66,2022,5,2022-05,22.95
ORD-2412,2023-02-02,First Class,Consumer,West,Office Supplies,Storage,166.38,3,0.0,20.8,2023,2,2023-02,12.5
ORD-2413,2023-11-21,First Class,Home Office,South,Office Supplies,Binders,127.48,3,0.0,23.36,2023,11,2023-11,18.32
ORD-2414,2021-04-15,Second Class,Consumer,East,Technology,Copiers,7298.59,3,0.0,2146.14,2021,4,2021-04,29.4
ORD-2415,2023-05-28,Standard Class,Corporate,South,Technology,Accessories,169.83,2,0.0,35.54,2023,5,2023-05,20.93
ORD-2416,2022-09-23,Standard Class,Consumer,West,Technology,Phones,2609.23,5,0.2,-124.2,2022,9,2022-09,-4.76
ORD-2417,2021-06-14,Second Class,Consumer,South,Technology,Copiers,9720.28,5,0.0,2591.4,2021,6,2021-06,26.66
ORD-2418,2021-03-12,Standard Class,Consumer,South,Technology,Accessories,90.23,1,0.0,19.18,2021,3,2021-03,21.26
ORD-2419,2022-12-26,Second Class,Corporate,East,Furniture,Tables,1019.83,2,0.0,-112.17,2022,12,2022-12,-11.0
ORD-2420,2022-08-18,Same Day,Consumer,West,Furniture,Chairs,532.82,2,0.0,21.56,2022,8,2022-08,4.05
ORD-2421,2022-02-01,Second Class,Consumer,Central,Office Supplies,Binders,101.56,3,0.0,18.75,2022,2,2022-02,18.46
ORD-2422,2021-08-03,First Class,Consumer,East,Furniture,Tables,1688.61,3,0.0,-136.98,2021,8,2021-08,-8.11
ORD-2423,2022-12-02,Standard Class,Consumer,East,Technology,Laptops,6286.91,5,0.0,1062.14,2022,12,2022-12,16.89
ORD-2424,2022-10-19,Standard Class,Consumer,East,Technology,Laptops,6090.39,6,0.4,-1207.47,2022,10,2022-10,-19.83
ORD-2425,2022-09-13,Standard Class,Corporate,Central,Technology,Laptops,2595.55,3,0.0,332.32,2022,9,2022-09,12.8
ORD-2426,2023-12-09,Standard Class,Home Office,Central,Office Supplies,Paper,259.56,7,0.5,-34.48,2023,12,2023-12,-13.28
ORD-2427,2023-11-20,Standard Class,Home Office,East,Office Supplies,Storage,94.63,1,0.1,4.5,2023,11,2023-11,4.76
ORD-2428,2023-05-09,Second Class,Corporate,East,Furniture,Tables,553.96,1,0.0,-29.03,2023,5,2023-05,-5.24
ORD-2429,2021-01-31,Standard Class,Home Office,East,Furniture,Furnishings,628.65,7,0.0,115.3,2021,1,2021-01,18.34
ORD-2430,2022-02-05,Second Class,Consumer,West,Office Supplies,Storage,478.75,7,0.0,71.86,2022,2,2022-02,15.01
ORD-2431,2021-07-21,Standard Class,Consumer,South,Office Supplies,Binders,32.12,1,0.4,-3.31,2021,7,2021-07,-10.31
ORD-2432,2022-09-27,Standard Class,Corporate,Central,Furniture,Bookcases,359.23,2,0.3,-77.7,2022,9,2022-09,-21.63
ORD-2433,2021-04-30,Standard Class,Consumer,East,Furniture,Bookcases,234.85,1,0.0,8.09,2021,4,2021-04,3.44
ORD-2434,2022-10-11,Standard Class,Consumer,Central,Office Supplies,Paper,54.97,2,0.2,4.1,2022,10,2022-10,7.46
ORD-2435,2022-05-17,Standard Class,Consumer,South,Furniture,Bookcases,898.63,5,0.4,-264.45,2022,5,2022-05,-29.43
ORD-2436,2021-03-30,Standard Class,Consumer,East,Furniture,Furnishings,687.01,6,0.0,117.0,2021,3,2021-03,17.03
ORD-2437,2023-08-26,Standard Class,Corporate,Central,Office Supplies,Storage,499.13,5,0.1,43.84,2023,8,2023-08,8.78
ORD-2438,2023-10-02,Standard Class,Consumer,Central,Technology,Copiers,7492.48,5,0.0,1887.2,2023,10,2023-10,25.19
ORD-2439,2022-11-20,Second Class,Consumer,West,Technology,Phones,988.92,2,0.0,115.85,2022,11,2022-11,11.71
ORD-2440,2023-05-05,Standard Class,Consumer,South,Technology,Phones,2963.07,6,0.5,-761.5,2023,5,2023-05,-25.7
ORD-2441,2021-06-22,Standard Class,Corporate,South,Technology,Phones,2194.01,6,0.0,204.37,2021,6,2021-06,9.31
ORD-2442,2022-05-03,Standard Class,Consumer,West,Office Supplies,Storage,423.35,6,0.3,-26.8,2022,5,2022-05,-6.33
ORD-2443,2021-09-03,Standard Class,Corporate,West,Furniture,Furnishings,420.18,6,0.4,-47.86,2021,9,2021-09,-11.39
ORD-2444,2021-12-25,Standard Class,Consumer,West,Technology,Copiers,4509.96,2,0.2,458.37,2021,12,2021-12,10.16
ORD-2445,2022-01-27,Standard Class,Home Office,West,Office Supplies,Storage,82.19,1,0.0,13.51,2022,1,2022-01,16.44
ORD-2446,2021-03-27,Same Day,Corporate,West,Office Supplies,Binders,213.78,7,0.0,46.75,2021,3,2021-03,21.87
ORD-2447,2022-07-10,Standard Class,Corporate,Central,Furniture,Furnishings,151.31,2,0.0,25.01,2022,7,2022-07,16.53
ORD-2448,2021-12-21,Standard Class,Consumer,West,Furniture,Tables,3285.43,5,0.0,-198.24,2021,12,2021-12,-6.03
ORD-2449,2022-08-11,Standard Class,Consumer,East,Office Supplies,Appliances,921.07,7,0.2,-74.59,2022,8,2022-08,-8.1
ORD-2450,2023-08-08,Same Day,Consumer,Central,Technology,Phones,1969.89,6,0.0,209.74,2023,8,2023-08,10.65
ORD-2451,2022-04-06,Standard Class,Consumer,West,Office Supplies,Binders,167.33,4,0.5,-36.15,2022,4,2022-04,-21.6
ORD-2452,2023-09-04,Second Class,Home Office,Central,Technology,Accessories,105.43,1,0.4,-13.07,2023,9,2023-09,-12.4
ORD-2453,2022-12-17,First Class,Corporate,West,Office Supplies,Paper,45.85,2,0.0,12.02,2022,12,2022-12,26.22
ORD-2454,2023-06-21,Second Class,Consumer,West,Technology,Accessories,71.37,1,0.0,17.74,2023,6,2023-06,24.86
ORD-2455,2021-06-17,Standard Class,Home Office,South,Office Supplies,Binders,179.05,5,0.0,33.68,2021,6,2021-06,18.81
ORD-2456,2022-09-06,First Class,Corporate,West,Office Supplies,Appliances,605.53,3,0.4,-150.22,2022,9,2022-09,-24.81
ORD-2457,2022-09-04,Standard Class,Consumer,West,Furniture,Tables,1782.51,2,0.0,-126.04,2022,9,2022-09,-7.07
ORD-2458,2021-05-20,Standard Class,Consumer,West,Technology,Phones,4074.31,7,0.0,506.99,2021,5,2021-05,12.44
ORD-2459,2023-10-02,First Class,Home Office,West,Technology,Phones,1781.74,3,0.0,262.24,2023,10,2023-10,14.72
